REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
3,5,16,5,4,5,1,1,3,1,0,8978,2721.337,1003.17,1408.838,885.494,2959.16,950,287.956,106.15,149.075,93.698,313.121
1,1,2,2,1,1,2,2,4,0,1,8694,0,184.638,0,1434.604,7074.758,1845,0,39.183,0,304.445,1501.372
3,7,21,1,3,4,1,1,1,1,0,6864,0,2932.387,0,1320.685,2610.927,850,0,363.131,0,163.546,323.323
4,10,26,2,2,7,4,2,4,2,1,15074,0,2875.66,0,2249.488,9948.852,2222,0,423.89,0,331.588,1466.522
1,1,1,2,1,1,8,2,4,1,1,8433,0,186.882,0,1776.571,6469.547,1397,0,30.959,0,294.305,1071.737
3,5,17,2,3,5,1,1,1,0,0,6118,959.488,799.732,875.9,742.185,2740.695,712,111.67,93.077,101.942,86.38,318.977
3,5,15,2,4,5,4,2,4,1,1,15567,0,2185.469,0,2568.613,10812.918,1842,0,258.626,0,303.967,1279.59
4,10,26,3,2,6,1,1,1,1,0,1783,0,0,0,834.343,948.657,231,0,0,0,108.095,122.905
3,5,17,2,3,6,2,1,3,1,0,17567,682.924,8829.384,1537.823,660.514,5856.355,2186,84.987,1098.77,191.374,82.197,728.792
4,10,26,2,2,1,2,1,3,2,1,4426,140.398,145.918,0,955.004,3184.68,577,18.303,19.023,0,124.5,415.174
4,9,24,5,2,5,1,1,1,1,0,3682,1019.091,546.512,982.122,364.888,769.387,707,195.65,104.922,188.553,70.053,147.711
3,5,17,2,3,5,8,2,6,1,1,19091,0,4052.051,2594.595,1850.885,10593.469,2562,0,543.783,348.193,248.388,1421.637
3,5,17,5,3,1,4,1,2,0,1,13324,0,2760.386,4371.083,963.263,5229.269,1641,0,339.972,538.348,118.637,644.043
3,7,20,2,3,1,2,1,3,0,1,9171,0,4429.368,0,615.4,4126.232,993,0,479.595,0,66.633,446.772
2,3,8,2,1,1,2,1,2,0,1,6129,0,190.212,0,929.163,5009.624,750,0,23.276,0,113.701,613.023
3,5,17,5,3,5,1,1,2,2,0,8048,846.173,0,1598.774,1109.488,4493.565,975,102.502,0,193.67,134.4,544.336
1,1,2,2,1,8,1,1,4,1,0,5689,0,337.871,0,1213.012,4138.117,927,0,55.055,0,197.655,674.29
3,7,21,2,2,7,2,3,4,0,1,28455,2887.607,9919.801,2508.23,2380.801,10758.561,3523,357.513,1228.166,310.543,294.766,1332.012
1,2,3,5,4,1,1,1,2,1,0,6059,0,287.835,0,1583.542,4187.622,1528,0,72.588,0,399.349,1056.063
1,1,2,4,1,1,4,1,5,2,1,7708,687.358,167.689,1796.585,404.264,4652.104,1052,93.812,22.886,245.201,55.175,634.926
3,5,16,2,4,8,4,2,2,1,1,9058,1350.43,1719.994,1719.812,840.675,3427.09,1236,184.271,234.7,234.675,114.713,467.64
2,3,6,2,1,2,2,2,3,0,1,11441,0,545.521,0,1616.349,9279.13,1326,0,63.225,0,187.333,1075.442
4,10,27,2,5,1,5,1,2,1,1,11136,1991.981,187.923,2260.245,486.036,6209.814,990,177.089,16.707,200.938,43.209,552.058
4,10,26,2,2,1,2,1,3,0,1,8183,0,795.801,0,1035.147,6352.052,1534,0,149.182,0,194.05,1190.767
1,2,3,5,4,5,2,1,2,1,0,5558,0,207.213,2694.846,611.707,2044.233,1392,0,51.897,674.924,153.202,511.978
3,5,14,5,4,7,1,1,3,0,0,3216,0,541.613,810.804,426.392,1437.191,582,0,98.016,146.731,77.164,260.089
2,3,6,2,4,3,2,3,5,1,0,20552,4178.352,0,2760.848,2026.629,11586.171,2111,429.18,0,283.581,208.165,1190.074
3,7,20,4,4,3,1,1,0,1,0,2050,0,561.348,0,793.307,695.345,259,0,70.788,0,100.04,87.686
3,7,21,4,3,5,3,1,2,2,1,13007,2174.114,2096.31,2755.677,1133.448,4847.452,1611,269.278,259.641,341.308,140.385,600.388
3,5,15,5,4,5,1,1,2,1,0,7882,0,1203.151,1846.908,1014.921,3817.02,894,0,136.465,209.482,115.115,432.938
3,7,21,5,3,4,1,1,2,0,0,9243,1278.213,2428.407,2098.903,771.985,2665.492,1144,158.204,300.562,259.78,95.548,329.906
2,3,6,2,1,4,1,1,1,1,0,3106,0,282.241,0,785.071,2038.688,465,0,42.254,0,117.533,305.212
3,5,16,5,4,7,1,1,1,2,0,4577,1394.949,283.212,919.048,339.614,1640.177,668,203.589,41.334,134.132,49.566,239.379
4,10,26,2,2,3,3,1,1,0,1,12421,0,1501.039,0,1293.512,9626.449,1703,0,205.802,0,177.349,1319.849
4,10,27,2,5,2,4,3,3,1,1,20674,0,361.813,4783.413,3526.863,12001.911,2113,0,36.979,488.892,360.465,1226.663
4,10,26,1,2,6,2,1,3,0,0,8254,2398.946,520.779,2135.735,753.116,2445.424,733,213.039,46.248,189.665,66.881,217.167
4,10,27,2,1,4,2,1,3,2,1,8866,0,0,0,1162.407,7703.593,1472,0,0,0,192.992,1279.008
3,5,15,2,3,4,2,1,2,1,0,12122,1811.829,4622.993,0,1840.763,3846.415,1403,209.701,535.065,0,213.05,445.184
4,10,26,5,2,5,1,1,2,1,0,3696,0,0,0,1026.662,2669.338,470,0,0,0,130.555,339.445
1,2,3,1,1,4,3,1,3,1,1,6660,0,0,0,1077.773,5582.227,1191,0,0,0,192.737,998.263
3,5,14,2,4,8,4,2,2,2,1,19556,1054.624,3208.622,2907.406,1687.258,10698.091,1962,105.808,321.912,291.692,169.278,1073.31
3,7,21,5,3,3,1,1,1,1,0,11678,2623.294,2774.168,0,1550.999,4729.538,1885,423.438,447.791,0,250.354,763.417
4,9,24,3,2,5,1,1,2,0,0,4744,459.296,1763.607,621.285,373.377,1526.435,655,63.415,243.5,85.78,51.552,210.754
1,1,2,2,1,5,3,1,2,1,0,10070,0,0,2747.614,992.934,6329.451,1599,0,0,436.289,157.667,1005.044
2,4,10,5,1,4,4,1,3,1,1,11407,3184.45,110.027,3022.296,756.723,4333.505,668,186.483,6.443,176.987,44.314,253.772
4,10,26,2,2,6,3,2,5,1,1,12594,0,2586.289,0,1522.937,8484.774,3247,0,666.8,0,392.645,2187.555
4,10,26,4,2,5,1,1,2,1,0,4497,1738.456,108.457,0,499.508,2150.579,520,201.022,12.541,0,57.759,248.677
3,5,14,2,4,2,2,1,1,1,0,3292,1559.025,351.679,0,478.834,902.462,584,276.571,62.388,0,84.945,160.097
2,4,12,2,4,2,1,1,2,1,0,5466,388.761,705.007,0,902.705,3469.527,582,41.394,75.067,0,96.117,369.423
1,2,3,5,4,1,1,1,3,1,0,2519,0,0,0,753.097,1765.903,722,0,0,0,215.854,506.146
4,10,26,5,5,1,3,1,1,1,1,3522,988.092,0,1630.064,200.095,703.748,362,101.559,0,167.542,20.566,72.333
3,7,21,1,3,7,3,1,1,1,0,19004,1827.001,3880.827,4319.114,920.679,8056.378,2442,234.768,498.683,555.003,118.307,1035.239
1,1,2,2,1,4,2,1,3,0,0,15149,4511.899,85.61,2904.49,680.92,6966.081,1942,578.395,10.975,372.336,87.289,893.005
2,4,11,2,4,3,1,1,2,0,0,10070,0,3911.968,0,1202.811,4955.221,1021,0,396.636,0,121.953,502.411
3,5,17,2,3,7,4,1,3,0,1,17273,0,9681.552,0,801.62,6789.828,2190,0,1227.499,0,101.635,860.865
2,3,9,2,1,3,2,3,3,0,1,14631,644.694,320.922,0,2923.7,10741.684,1817,80.064,39.855,0,363.09,1333.992
2,4,12,2,4,6,2,1,3,1,0,7151,587.489,951.269,0,327.582,5284.66,959,78.748,127.509,0,43.909,708.359
2,4,10,2,1,6,3,1,4,1,1,13000,759.364,360.446,0,1446.333,10433.858,1544,90.189,42.81,0,171.78,1239.221
3,5,16,3,4,7,2,1,3,1,0,6034,0,1462.008,0,1177.115,3394.877,708,0,171.545,0,138.117,398.338
2,4,12,5,4,8,6,1,3,1,1,16539,3211.848,705.737,4077.547,882.544,7661.324,991,192.451,42.287,244.322,52.881,459.059
4,10,27,2,5,6,2,2,2,1,1,9100,0,0,0,1573.173,7526.827,818,0,0,0,141.413,676.587
2,3,8,2,1,3,2,1,1,1,1,12106,0,105.382,2939.049,1258.712,7802.857,1445,0,12.579,350.812,150.243,931.367
1,2,3,2,1,2,2,1,2,0,1,9231,0,348.754,2108.57,747.026,6026.649,1228,0,46.395,280.503,99.377,801.725
1,2,4,2,1,4,4,2,1,1,1,16150,0,2129.793,0,2768.107,11252.1,2635,0,347.493,0,451.639,1835.869
2,3,6,2,1,7,5,1,3,1,1,10780,0,1439.88,0,716.275,8623.845,1276,0,170.435,0,84.784,1020.782
2,4,11,2,4,1,2,2,3,1,1,18209,0,3518.732,0,1977.804,12712.464,1739,0,336.047,0,188.885,1214.069
4,10,27,5,5,5,2,1,1,2,1,5810,1769.636,0,1551.098,541.504,1947.761,556,169.349,0,148.436,51.82,186.395
3,5,16,5,4,6,2,1,3,1,0,8042,1663.825,1235.456,1393.937,728.461,3020.322,1086,224.685,166.837,188.239,98.372,407.867
4,10,26,2,2,3,11,1,4,0,1,10836,0,698.744,0,1607.926,8529.329,1453,0,93.695,0,215.607,1143.698
3,6,19,5,4,6,1,1,1,0,0,5972,2471.761,365.568,1728.441,282.643,1123.588,557,230.538,34.096,161.209,26.362,104.795
1,1,1,4,1,1,2,1,1,0,1,4741,0,119.389,0,724.017,3897.594,728,0,18.333,0,111.176,598.492
2,3,7,5,1,3,1,1,1,0,0,7386,3605.74,280.707,1350.219,928.06,1221.275,702,342.706,26.68,128.331,88.207,116.076
3,5,13,1,4,5,2,1,2,0,1,15633,3814.721,316.654,3107.31,1667.683,6726.632,1515,369.686,30.687,301.131,161.616,651.88
3,5,14,5,4,1,4,1,3,1,1,15621,0,2006.148,0,2435.27,11179.583,2162,0,277.658,0,337.05,1547.293
3,5,17,5,3,6,2,1,0,0,1,7501,981.569,0,1798.872,784.563,3935.997,1095,143.29,0,262.6,114.531,574.579
1,1,1,2,1,4,2,2,2,1,1,4012,0,77.626,0,816.571,3117.803,1027,0,19.871,0,209.028,798.102
2,3,7,2,1,4,3,1,4,1,0,22165,6395.974,485.198,4438.422,1763.852,9081.553,1892,545.959,41.416,378.863,150.562,775.2
2,4,10,2,1,3,1,2,2,1,0,10632,0,305.587,2096.796,1463.563,6766.054,1323,0,38.026,260.916,182.119,841.938
3,5,14,2,4,1,2,1,1,0,1,6040,1600.547,1636.089,0,978.626,1824.738,1010,267.641,273.584,0,163.644,305.13
2,4,12,2,4,5,2,2,4,0,1,28150,5208.342,1414.835,3329.578,2966.577,15230.668,2734,505.848,137.412,323.377,288.122,1479.241
2,4,12,2,4,4,2,1,2,0,1,12911,0,4882.648,0,1227.344,6801.009,1002,0,378.934,0,95.252,527.814
4,10,26,2,2,3,3,1,4,1,0,5759,0,444.451,0,761.698,4552.851,651,0,50.241,0,86.103,514.656
4,10,26,2,2,6,2,2,4,0,1,5878,0,1054.555,0,1020.124,3803.321,923,0,165.593,0,160.186,597.221
2,3,8,5,1,4,1,1,1,1,0,2041,0,79.867,0,906.067,1055.065,322,0,12.6,0,142.946,166.453
3,5,13,5,4,4,2,1,2,0,1,2130,633.675,120.02,521.248,132.248,722.809,354,105.315,19.947,86.63,21.979,120.129
4,10,26,1,2,4,1,1,1,0,0,4229,307.077,0,1296.276,480.976,2144.672,363,26.358,0,111.267,41.285,184.09
4,10,27,2,5,6,3,2,3,0,1,14722,2939.8,0,4427.989,1714.62,5639.591,799,159.55,0,240.318,93.057,306.075
3,5,15,5,4,3,2,1,2,0,0,5920,0,1827.03,0,1618.373,2474.597,698,0,215.417,0,190.815,291.768
3,5,17,3,3,5,5,2,3,1,1,6186,354.941,1676.402,892.978,568.938,2692.741,996,57.149,269.915,143.777,91.604,433.555
4,10,26,1,2,8,3,1,2,2,1,9469,0,831.444,3414.155,1007.705,4215.696,1396,0,122.578,503.344,148.564,621.514
3,7,21,2,2,3,5,2,5,1,1,15266,0,4376.636,2768.23,1015.579,7105.555,1774,0,508.591,321.685,118.016,825.708
3,5,17,2,3,5,4,2,2,1,1,16778,772.22,4647.407,2386.643,1962.767,7008.963,2014,92.696,557.866,286.488,235.607,841.343
3,6,19,2,4,6,3,2,6,1,1,21490,2799.275,5485.863,4250.214,1248.357,7706.291,2004,261.04,511.571,396.344,116.413,718.632
2,3,6,2,4,6,5,3,3,1,1,12200,0,3159.38,0,2196.354,6844.265,1405,0,363.847,0,252.941,788.213
4,10,26,2,2,3,4,1,2,1,1,5843,1712.446,0,0,555.968,3574.586,758,222.152,0,0,72.125,463.723
1,2,3,3,4,5,2,1,4,1,1,7819,0,2104.478,0,746.873,4967.65,1871,0,503.578,0,178.718,1188.703
1,1,1,2,1,5,2,1,2,1,1,11168,0,0,0,569.922,10598.078,1694,0,0,0,86.448,1607.552
2,3,8,5,1,5,2,1,2,1,0,3817,970.24,59.864,0,637.522,2149.374,531,134.974,8.328,0,88.689,299.009
3,6,18,1,3,5,1,1,2,0,0,8220,260.512,801.746,1189.626,805.508,5162.608,876,27.763,85.442,126.778,85.842,550.176
2,4,10,2,1,3,2,1,2,0,1,7641,739.618,611.098,0,1236.703,5053.58,661,63.97,52.854,0,106.963,437.087
4,8,22,2,1,4,5,1,2,1,1,12300,0,779.71,0,1785.691,9734.599,1190,0,75.435,0,172.762,941.803
4,8,23,2,1,1,4,1,2,1,1,9588,0,629.387,0,823.344,8135.269,909,0,59.67,0,78.058,771.272
2,4,12,2,4,3,3,1,3,0,0,12522,549.685,2291.18,0,1366.253,8314.882,1088,47.761,199.074,0,118.71,722.456
4,10,26,4,2,4,2,1,1,1,1,1737,158.152,0,0,397.875,1180.973,145,13.202,0,0,33.214,98.584
4,8,22,2,1,4,2,2,3,1,1,8728,0,0,0,2282.867,6445.133,898,0,0,0,234.878,663.122
3,5,15,5,4,6,2,1,3,2,0,13816,3378.3,1732.836,3005.176,1173.64,4526.049,1397,341.596,175.215,303.867,118.672,457.65
4,10,27,1,5,6,2,1,3,1,1,12914,615.042,265.065,2938.905,1086.976,8008.011,1346,64.105,27.627,306.316,113.293,834.659
2,4,12,2,4,4,3,2,4,0,1,17890,3483.822,473.755,3280.921,2127.249,8524.253,1529,297.751,40.49,280.41,181.809,728.54
3,6,19,5,4,5,3,1,3,1,1,12616,2696.215,1004.622,2848.074,892.602,5174.488,1206,257.739,96.035,272.256,85.326,494.644
4,10,26,5,2,3,1,1,2,2,0,3716,0,159.141,0,1308.353,2248.506,361,0,15.46,0,127.103,218.437
4,10,26,3,5,4,1,1,1,0,0,3472,0,320.544,827.447,304.676,2019.332,414,0,38.222,98.665,36.33,240.784
3,5,14,3,4,1,4,1,3,0,0,4419,0,320.351,0,724.987,3373.662,654,0,47.411,0,107.296,499.293
3,5,14,3,4,5,2,1,3,1,0,11853,3513.584,343.804,2264.214,955.085,4776.314,1773,525.57,51.427,338.686,142.864,714.453
3,5,17,2,3,3,3,1,2,0,0,16266,771.229,5488.359,2557.628,1589.862,5858.922,1933,91.65,652.219,303.94,188.934,696.256
2,4,12,2,4,7,6,2,6,1,1,18414,0,2597.503,0,2240.47,13576.026,1367,0,192.831,0,166.326,1007.843
1,2,3,2,1,5,2,1,4,0,1,19428,0,1313.81,0,1866.506,16247.684,2340,0,158.241,0,224.811,1956.948
2,3,6,2,4,1,3,1,3,0,1,6711,0,451.27,0,401.453,5858.276,848,0,57.022,0,50.728,740.25
2,3,9,2,1,4,2,1,2,0,0,4968,0,105.789,0,1115.472,3746.739,688,0,14.65,0,154.478,518.872
3,7,21,1,3,7,4,1,4,1,1,23390,1816.988,7351.107,3145.768,1179.539,9896.598,2907,225.822,913.624,390.968,146.598,1229.988
3,7,21,2,2,6,5,1,5,1,1,18419,0,4286.022,0,1617.542,12515.436,2672,0,621.763,0,234.653,1815.584
2,3,8,2,1,1,1,2,1,0,0,4304,0,61.182,0,1987.597,2255.222,585,0,8.316,0,270.154,306.53
1,1,1,2,1,1,4,3,5,2,1,18186,1589.506,0,0,2604.944,13991.55,2788,243.679,0,0,399.35,2144.971
2,3,7,2,1,1,3,2,4,0,0,12953,0,1517.677,0,1998.055,9437.269,1470,0,172.237,0,226.754,1071.009
1,2,3,5,4,3,2,1,1,1,1,5766,0,756.43,0,2380.72,2628.85,990,0,129.876,0,408.76,451.363
3,5,17,5,3,5,1,1,1,1,0,2658,418.218,236.614,658.211,262.443,1082.514,392,61.678,34.896,97.073,38.705,159.648
3,7,21,2,3,5,5,2,8,1,1,29455,448.634,8674.809,0,2940.294,17391.263,3647,55.548,1074.08,0,364.055,2153.316
1,1,2,4,1,4,1,1,2,0,0,1987,0,35.883,0,522.284,1428.833,374,0,6.754,0,98.306,268.94
3,5,17,4,3,6,2,2,2,0,1,10550,623.184,3671.78,1574.157,1208.085,3472.793,1526,90.14,531.103,227.693,174.743,502.321
2,3,8,2,1,3,2,2,5,0,1,8672,0,342.1,0,1949.354,6380.546,1123,0,44.301,0,252.436,826.263
4,10,26,5,2,6,3,1,2,1,0,9090,2989.753,1029.358,0,882.998,4187.89,1340,440.734,151.743,0,130.167,617.357
3,7,21,2,3,8,3,1,3,1,0,20458,2612.378,5525.35,2980.848,1396.496,7942.929,2533,323.451,684.119,369.073,172.907,983.451
2,4,10,2,1,2,1,2,2,0,0,5366,0,207.757,1101.632,1001.157,3055.454,695,0,26.909,142.682,129.669,395.74
3,5,15,2,3,4,2,1,1,0,1,10986,0,3521.23,3558.569,1324.844,2581.357,1166,0,373.726,377.689,140.612,273.973
1,1,1,5,1,5,2,1,3,1,1,10701,0,351.125,2246.574,818.783,7284.519,2036,0,66.806,427.439,155.784,1385.971
2,4,12,2,4,1,1,1,2,1,0,10636,0,1224.226,0,2277.092,7134.683,975,0,112.225,0,208.741,654.035
1,2,4,2,1,1,3,1,1,0,1,4091,422.162,339.894,0,505.094,2823.85,749,77.291,62.229,0,92.475,517.004
2,4,12,1,4,8,2,1,2,0,1,4763,721.268,439.687,1377.319,501.73,1722.996,707,107.062,65.265,204.443,74.475,255.754
4,10,26,2,2,4,4,1,5,0,1,9565,0,3696.334,0,1063.205,4805.461,1042,0,402.674,0,115.824,523.501
1,2,5,2,4,2,1,2,2,0,0,7157,405.439,0,0,779.792,5971.769,871,49.342,0,0,94.9,726.759
4,10,26,2,2,4,7,2,3,1,1,6166,0,0,0,1843.298,4322.702,835,0,0,0,249.62,585.38
3,6,19,2,4,5,2,2,2,1,1,11210,273.896,4261.343,0,1183.423,5491.338,1028,25.117,390.782,0,108.524,503.577
2,3,8,2,1,1,5,1,4,1,1,32139,0,2079.486,6711.819,1528.008,21819.687,2068,0,133.806,431.875,98.32,1403.999
3,5,17,1,3,6,2,1,3,0,1,26611,0,7345.685,3950.908,1379.614,13934.793,3538,0,976.627,525.283,183.423,1852.666
4,9,24,2,2,8,1,1,3,0,0,7209,0,3828.348,0,667.369,2713.284,958,0,508.747,0,88.686,360.567
1,2,3,5,1,2,1,1,1,1,0,1579,0,36.351,0,412.393,1130.256,381,0,8.771,0,99.507,272.722
2,4,10,2,1,2,4,1,2,1,1,2525,173.101,53.029,0,182.112,2116.758,321,22.006,6.742,0,23.152,269.101
1,2,3,2,1,1,1,1,1,1,0,2865,0,0,599.249,260.324,2005.427,572,0,0,119.641,51.974,400.385
3,7,21,3,3,1,3,1,3,0,1,11368,0,3757.369,0,1400.431,6210.2,1408,0,465.374,0,173.452,769.173
1,1,2,4,1,1,3,1,4,0,0,7775,0,99.812,2636.667,1092.619,3945.901,1288,0,16.535,436.788,181.002,653.675
4,10,26,5,5,4,1,1,1,1,0,5417,1823.352,0,1428.107,692.48,1473.061,728,245.043,0,191.926,93.064,197.967
2,4,10,2,1,1,3,2,4,1,1,33813,8630.396,801.432,0,3289.79,21091.383,2629,671.023,62.312,0,255.785,1639.879
2,3,6,5,1,8,1,1,1,0,0,6080,2503.145,426.637,0,572.708,2577.51,685,282.016,48.067,0,64.524,290.394
3,5,17,3,3,6,2,2,3,2,0,20000,2172.047,5445.773,2718.035,1962.321,7701.824,2658,288.665,723.743,361.227,260.792,1023.572
2,4,10,2,1,4,2,1,0,2,1,12948,0,479.048,0,1993.579,10475.373,1477,0,54.646,0,227.411,1194.943
2,3,8,2,1,1,4,1,3,1,1,9582,529.349,125.085,0,795.46,8132.106,1180,65.188,15.404,0,97.959,1001.449
3,5,17,2,3,8,4,1,4,1,1,11426,716.452,2675.437,2214.342,1009.02,4810.749,1673,104.903,391.739,324.225,147.741,704.392
4,10,26,4,2,3,2,1,2,1,1,2853,331.928,133.63,0,1191.789,1195.652,364,42.349,17.049,0,152.054,152.547
4,10,27,2,5,1,1,1,2,1,0,5814,0,0,1673.964,889.738,3250.299,555,0,0,159.795,84.934,310.271
4,9,24,5,2,5,1,1,1,0,0,6989,1332.465,880.313,1661.265,1027.238,2087.718,750,142.989,94.468,178.273,110.234,224.036
1,2,3,2,1,5,2,1,2,1,0,16798,5158.136,210.947,2966.402,985.751,7476.763,2385,732.316,29.949,421.149,139.95,1061.499
2,3,7,2,1,7,4,2,5,1,1,16508,0,1495.143,0,3669.622,11343.235,1431,0,129.607,0,318.102,983.291
3,7,21,2,3,4,2,1,1,1,1,22151,2528.154,9614.266,2646.371,1485.417,5876.792,2966,338.518,1287.342,354.347,198.896,786.897
1,1,1,2,1,3,2,1,4,0,1,8418,643.822,0,0,839.276,6934.902,1285,98.279,0,0,128.115,1058.606
2,4,12,5,4,8,3,1,3,2,0,11556,2623.8,832.739,2531.585,946.629,4621.248,820,186.182,59.09,179.638,67.172,327.918
3,7,21,2,3,3,5,1,4,0,1,19014,0,3069.2,0,930.934,15013.867,2354,0,380.036,0,115.271,1859.056
1,1,1,3,1,1,3,1,3,1,1,8629,461.987,0,2089.472,614.791,5462.75,1306,69.922,0,316.242,93.049,826.788
3,5,13,2,4,6,3,1,4,1,0,11415,0,3851.275,0,1095.938,6467.787,1334,0,450.075,0,128.075,755.85
3,5,14,3,4,2,3,1,2,2,0,6396,271.98,371.542,0,480.871,5271.607,924,39.292,53.675,0,69.469,761.564
2,4,12,2,4,5,4,1,3,0,1,9057,0,1711.367,0,1029.306,6316.329,771,0,145.616,0,87.581,537.442
3,5,13,2,4,3,2,2,2,1,1,15037,357.836,2881.987,2043.953,1456.905,8296.319,1603,38.147,307.231,217.893,155.311,884.418
3,6,18,2,4,6,1,1,1,1,0,13537,3215.745,1155.498,2319.314,1316.667,5529.776,1273,302.404,108.661,218.105,123.817,520.012
4,10,26,2,5,4,2,1,2,0,0,4897,309.294,0,0,766.066,3821.64,590,37.264,0,0,92.297,460.439
3,6,19,2,4,2,2,3,2,1,1,22530,629.128,3162.128,3236.108,2965.742,12536.893,2061,57.551,289.265,296.033,271.3,1146.85
2,4,10,2,1,5,3,1,3,1,1,6181,0,334.967,0,974.279,4871.754,621,0,33.654,0,97.885,489.461
1,2,3,5,4,5,1,1,3,0,0,4577,1297.884,0,0,860.084,2419.032,1140,323.266,0,0,214.222,602.512
3,6,19,2,4,6,1,1,1,1,0,16054,4464.034,3262.96,2267.967,1214.031,4845.008,1467,407.919,298.166,207.245,110.937,442.732
3,5,17,2,3,7,4,1,2,1,1,13015,692.668,3647.636,1586.806,709.081,6378.808,1557,82.865,436.371,189.832,84.828,763.104
1,1,1,3,1,2,4,1,4,0,1,6147,349.674,444.055,0,493.62,4859.65,1290,73.382,93.189,0,103.59,1019.839
3,5,14,3,4,1,1,1,3,0,0,8558,0,766.061,0,1592.903,6199.035,1402,0,125.499,0,260.955,1015.547
4,8,22,5,1,6,2,1,2,1,1,5688,0,263.46,0,1063.282,4361.258,627,0,29.042,0,117.208,480.75
2,4,12,4,4,6,1,1,1,0,0,5453,0,1771.08,0,559.547,3122.373,749,0,243.268,0,76.857,428.875
3,5,17,5,3,5,1,1,3,0,0,6260,717.206,1841.159,851.601,355.864,2494.17,901,103.227,264.997,122.571,51.219,358.985
1,2,3,3,1,1,2,1,1,2,1,4180,0,0,0,628.329,3551.671,573,0,0,0,86.132,486.868
2,4,12,2,4,6,3,2,5,0,1,17427,0,3198.397,0,2360.955,11867.648,1819,0,333.835,0,246.427,1238.694
2,4,11,2,4,2,2,2,2,0,1,8964,0,1746.362,0,1326.212,5891.426,1016,0,197.937,0,150.316,667.748
2,3,7,2,1,1,1,1,2,0,0,7831,0,801.084,1229.034,970.786,4830.096,744,0,76.109,116.767,92.231,458.893
2,4,10,2,1,2,1,1,2,0,0,5617,0,512.407,0,1423.512,3681.08,675,0,61.576,0,171.065,442.359
1,2,3,2,1,8,2,1,3,0,1,7405,653.929,219.251,0,1064.736,5467.084,1175,103.763,34.79,0,168.949,867.498
4,10,26,4,2,2,1,1,0,1,0,1627,395.27,0,0,570.038,661.693,224,54.419,0,0,78.481,91.1
3,5,17,2,3,5,2,1,3,0,1,7724,728.173,2303.525,1290.354,577.692,2824.256,856,80.699,255.284,143.001,64.022,312.994
2,3,9,2,1,6,4,2,3,2,1,9288,0,382.021,0,1723.656,7182.323,1064,0,43.763,0,197.456,822.781
1,1,1,2,1,6,2,2,1,0,1,11016,716.978,149.059,0,1723.075,8426.888,1802,117.283,24.383,0,281.861,1378.472
3,5,15,1,4,4,1,2,1,0,0,13906,3808.552,1633.638,2750.937,1897.604,3815.269,1027,281.273,120.649,203.165,140.144,281.769
2,3,6,2,4,4,5,1,1,1,0,4747,2128.114,185.309,0,396.74,2036.837,772,346.093,30.137,0,64.521,331.249
3,5,17,5,3,4,1,1,4,0,0,8161,534.983,4229.183,0,1270.281,2126.552,1011,66.275,523.919,0,157.365,263.441
3,7,21,2,3,6,2,2,3,1,1,11259,0,4725.133,0,1377.921,5155.947,1394,0,585.028,0,170.603,638.368
3,7,21,1,3,4,2,1,2,0,0,31710,5373.329,0,6002.51,2964.583,17369.579,4041,684.756,0,764.937,377.795,2213.512
1,1,1,2,1,2,4,2,3,1,1,16388,0,0,0,3320.373,13067.627,3709,0,0,0,751.481,2957.519
1,2,3,3,4,2,2,2,1,0,1,6210,509.728,341.044,0,1832.107,3527.122,1488,122.138,81.719,0,438.998,845.146
2,3,9,2,1,2,2,2,4,1,1,14961,0,624.692,0,2331.631,12004.677,1859,0,77.622,0,289.72,1491.658
3,7,21,2,3,2,5,1,5,1,1,18670,1883.303,2946.045,0,1578.296,12262.355,2557,257.933,403.484,0,216.16,1679.424
1,2,3,4,4,1,2,1,2,0,0,1487,453.519,126.515,0,339.823,567.143,405,123.521,34.458,0,92.554,154.467
2,4,10,2,1,3,3,1,3,1,0,6157,1718.377,101.566,1362.08,610.205,2364.772,761,212.39,12.554,168.352,75.421,292.284
2,3,6,5,1,6,1,1,2,0,0,4145,0,346.724,0,1100.296,2697.979,594,0,49.687,0,157.678,386.634
4,9,24,2,2,4,3,1,1,1,1,17624,1255.965,5917.22,2412.091,1786.821,6251.903,1870,133.265,627.848,255.936,189.591,663.36
1,2,5,2,1,7,2,1,3,2,1,6665,409.337,434.977,0,578.035,5242.651,614,37.709,40.071,0,53.25,482.969
3,6,18,2,4,5,2,1,2,0,1,14517,3837.325,0,2833.913,712.672,7133.09,1297,342.84,0,253.192,63.673,637.295
3,7,21,2,3,1,1,1,1,0,0,8854,2493.047,1870.851,0,1076.099,3414.003,1096,308.604,231.585,0,133.206,422.605
2,3,9,2,1,5,6,3,3,1,0,10109,2992.965,0,0,1255.252,5860.782,1283,379.857,0,0,159.312,743.831
4,10,26,4,2,5,1,1,1,0,0,1674,0,0,0,301.328,1372.672,247,0,0,0,44.461,202.539
