REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
4,10,26,2,5,5,2,1,3,1,1,5878,0,0,0,1042.127,4835.873,680,0,0,0,120.559,559.441
3,7,21,2,3,6,5,1,2,1,1,14630,0,5934.746,0,1069.978,7625.276,2475,0,1003.998,0,181.011,1289.99
2,4,11,2,1,2,2,2,2,2,0,10067,0,579.702,0,2037.542,7449.757,1194,0,68.756,0,241.663,883.581
2,4,11,2,4,8,4,3,5,1,1,19111,4228.445,2476.538,0,3078.363,9327.654,1579,349.365,204.618,0,254.342,770.675
2,4,12,2,4,4,2,2,3,1,1,22063,0,6599.568,0,3490.358,11973.074,1513,0,452.574,0,239.356,821.07
4,10,26,2,2,2,2,2,4,0,0,10161,0,0,0,2091.37,8069.63,1293,0,0,0,266.129,1026.871
3,5,16,2,4,8,4,1,4,0,1,18600,0,5305.996,0,1117.77,12176.234,1630,0,464.988,0,97.955,1067.057
3,5,17,3,3,5,2,1,3,0,1,10179,687.217,2528.167,1721.371,504.07,4738.175,1334,90.063,331.327,225.593,66.06,620.957
3,5,16,2,4,7,4,1,3,1,1,15277,0,3717.2,0,1254.47,10305.33,1527,0,371.55,0,125.389,1030.061
1,1,1,2,1,3,2,2,3,0,0,14671,661.333,302.937,0,2679.603,11027.126,2400,108.186,49.557,0,438.351,1803.906
4,8,22,2,1,4,3,1,2,1,1,4654,0,0,0,730.733,3923.267,535,0,0,0,84.001,450.999
3,5,17,2,3,8,1,1,3,1,0,9903,0,2836.171,0,2354.225,4712.604,1244,0,356.276,0,295.734,591.99
4,9,24,2,2,5,4,1,1,1,1,22102,963.95,6557.664,3420.929,860.921,10298.538,2061,89.889,611.506,319.004,80.282,960.345
2,4,11,2,4,4,3,2,3,0,1,34685,2314.954,4362.689,0,4735.197,23272.159,3227,215.377,405.893,0,440.55,2165.18
4,10,27,5,5,4,1,1,0,1,0,6077,2492.07,0,2062.948,932.589,589.393,329,134.917,0,111.685,50.489,31.909
1,2,3,2,1,1,2,2,4,0,1,7374,0,133.396,0,927.676,6312.928,988,0,17.873,0,124.294,845.833
2,4,10,5,1,3,1,1,1,1,0,5347,3848.934,0,0,907.009,591.056,501,360.635,0,0,84.984,55.38
2,4,10,2,1,6,5,2,3,1,1,11083,495.208,469.551,0,1754.135,8364.106,1200,53.618,50.84,0,189.927,905.615
2,4,10,4,1,4,3,1,2,0,0,12002,0,253.505,0,2379.568,9368.927,1440,0,30.415,0,285.501,1124.084
3,5,13,5,4,4,1,1,1,1,0,2114,177.836,288.762,723.985,360.457,562.959,351,29.527,47.945,120.208,59.849,93.472
1,2,3,3,4,6,3,1,3,1,1,10333,0,0,3760.318,928.44,5644.242,1773,0,0,645.219,159.307,968.474
2,3,9,2,1,3,1,2,2,0,0,12794,0,551.563,0,1353.581,10888.856,1250,0,53.889,0,132.248,1063.863
3,6,19,2,4,1,2,2,8,0,1,17045,417.423,3932.048,0,1876.963,10818.566,1589,38.914,366.561,0,174.978,1008.548
3,5,17,1,3,6,3,1,1,2,1,15570,2773.483,1742.35,4187.145,1442.179,5424.843,1970,350.916,220.451,529.78,182.472,686.38
4,8,22,3,1,5,2,1,3,0,1,9329,0,2094.25,0,1477.064,5757.687,896,0,201.141,0,141.864,552.995
4,10,26,2,2,3,3,2,5,0,1,20226,0,3651.852,0,2457.371,14116.777,2942,0,531.185,0,357.44,2053.375
4,10,26,2,5,6,1,1,2,0,0,3504,235.445,0,0,368.845,2899.71,499,33.529,0,0,52.527,412.944
2,3,8,2,1,1,1,1,2,2,0,16169,1634.177,674.568,0,2459.133,11401.122,2018,203.956,84.191,0,306.916,1422.937
4,10,27,2,5,5,3,1,1,1,1,15345,889.144,0,0,1687.831,12768.025,1247,72.256,0,0,137.16,1037.584
3,5,13,1,4,4,4,1,2,0,1,18254,3728.186,1186.335,3864.639,1577.338,7897.502,2330,475.878,151.428,493.295,201.337,1008.063
4,10,26,2,2,2,1,1,2,0,0,2629,0,0,0,494.771,2134.229,323,0,0,0,60.788,262.212
2,4,12,3,4,7,5,1,2,2,0,17843,3665.108,2251.238,4141.065,868.334,6917.256,1227,252.037,154.81,284.766,59.712,475.675
3,7,21,2,3,3,1,1,4,1,0,13217,367.061,5734.609,0,948.986,6166.345,1637,45.463,710.264,0,117.537,763.737
2,4,11,2,4,8,2,2,5,0,1,11818,2955.116,2413.23,0,1268.352,5181.302,955,238.8,195.011,0,102.494,418.695
4,10,26,5,2,4,5,2,2,2,1,4174,0,0,0,1446.687,2727.313,543,0,0,0,188.201,354.799
2,4,12,2,4,6,5,1,3,1,0,17379,3763.74,524.052,4715.873,1364.627,7010.707,1423,308.177,42.91,386.138,111.736,574.04
1,2,3,2,4,6,5,1,3,1,1,8780,0,1692.366,0,1152.21,5935.423,1937,0,373.361,0,254.195,1309.444
4,10,27,2,5,3,5,2,4,0,1,32623,7303.305,0,6937.33,1937.395,16444.97,2213,495.424,0,470.598,131.424,1115.554
3,5,13,2,4,4,2,1,3,1,1,19722,4444.504,3195.918,3009.308,1400.045,7672.225,1998,450.265,323.773,304.868,141.836,777.259
4,10,26,2,2,2,4,2,3,1,1,6562,0,0,0,2849.214,3712.786,838,0,0,0,363.859,474.141
1,1,2,4,1,2,4,1,2,0,0,6037,0,0,2927.172,746.508,2363.32,1038,0,0,503.297,128.354,406.349
3,5,17,5,3,2,1,1,3,0,0,13096,1038.29,4666.714,2208.796,905.739,4276.461,1548,122.73,551.624,261.089,107.062,505.495
1,1,1,5,1,5,1,1,2,0,0,4666,2273.717,0,1047.558,504.697,840.028,693,337.695,0,155.585,74.958,124.762
2,3,6,2,1,6,1,1,3,1,0,7877,705.07,284.951,0,1943.953,4943.025,947,84.766,34.258,0,233.709,594.267
4,10,26,2,2,2,5,1,2,1,1,4002,0,0,0,1085.312,2916.688,590,0,0,0,160.004,429.996
4,10,26,2,2,5,2,1,4,0,1,7362,0,1723.672,0,689.908,4948.42,880,0,206.035,0,82.467,591.498
3,7,21,2,3,2,3,1,3,1,1,15486,410.013,2399.464,3245.779,1321.604,8109.14,2706,71.645,419.279,567.162,230.935,1416.979
2,3,7,3,1,1,3,1,4,2,0,14210,681.896,0,3846.712,1417.27,8264.122,1381,66.27,0,373.843,137.737,803.149
2,4,10,2,1,1,5,1,6,2,0,10624,0,704.772,0,981.767,8937.461,1323,0,87.772,0,122.27,1113.078
3,5,14,3,4,5,3,1,4,1,1,29353,6269.095,2872.892,4940.225,1845.669,13425.119,4716,1007.224,461.573,793.721,296.534,2156.947
1,2,3,4,4,5,3,1,1,1,1,11183,3079.908,269.582,2476.028,913.156,4444.325,1148,316.171,27.674,254.179,93.741,456.236
3,5,13,2,4,6,2,1,2,1,0,13107,3587.447,2499.469,0,1298.904,5721.18,1372,375.523,261.637,0,135.965,598.875
2,3,6,2,1,6,2,2,4,0,1,10472,0,707.554,0,2439.021,7325.425,1180,0,79.728,0,274.832,825.439
4,9,24,2,2,4,2,1,1,1,1,31554,3319.013,10762.042,0,3228.76,14244.185,3046,320.394,1038.891,0,311.682,1375.033
1,1,2,2,1,6,3,1,3,0,0,7153,0,779.954,0,641.034,5732.012,1512,0,164.867,0,135.502,1211.632
1,1,2,2,1,3,4,1,3,1,1,4640,348.724,106.577,0,501.472,3683.227,774,58.171,17.778,0,83.651,614.4
3,6,19,5,4,5,1,1,1,2,0,6725,2431.204,436.159,1444.789,779.837,1633.011,637,230.287,41.314,136.852,73.867,154.681
3,7,21,2,3,6,2,1,2,1,1,22025,837.088,6099.123,2885.821,2067.891,10135.077,2727,103.643,755.156,357.305,256.034,1254.863
1,1,2,4,1,2,4,1,4,1,0,6592,0,92.319,0,500.766,5998.915,1098,0,15.377,0,83.41,999.212
2,4,10,5,1,4,2,1,2,1,1,3551,1049.752,25.663,668.393,231.551,1575.642,488,144.263,3.527,91.855,31.821,216.534
3,7,20,2,4,2,4,1,4,1,0,15578,455.227,2217.619,3802.778,953.934,8148.441,1534,44.827,218.374,374.468,93.936,802.395
1,1,1,5,1,1,1,1,1,0,0,3152,479.107,40.995,0,675.268,1956.63,496,75.393,6.451,0,106.26,307.896
3,7,20,5,3,5,1,1,1,0,0,7226,2626.007,603.265,1776.962,993.984,1225.783,660,239.851,55.1,162.302,90.787,111.959
2,4,12,2,4,7,2,1,1,0,1,8663,0,774.631,1968.811,621.19,5298.368,746,0,66.706,169.541,53.493,456.26
3,5,13,2,4,3,1,1,3,1,0,8451,513.099,2065.72,0,1201.378,4670.804,1002,60.836,244.924,0,142.442,553.798
4,9,24,2,2,7,2,1,1,0,1,7150,876.56,3037.524,0,751.317,2484.6,969,118.795,411.659,0,101.822,336.724
2,3,8,2,1,2,6,1,2,1,0,8150,0,0,2501.288,633.526,5015.186,904,0,0,277.443,70.271,556.286
4,8,22,2,1,3,1,1,3,0,0,10306,4036.496,0,1910.905,1263.416,3095.182,1030,403.415,0,190.979,126.268,309.338
2,4,10,2,1,3,2,1,2,1,1,3464,452.597,0,0,575.087,2436.316,330,43.117,0,0,54.786,232.097
4,10,26,2,5,1,6,1,4,1,1,6149,1415.937,0,0,465.51,4267.552,843,194.119,0,0,63.819,585.062
4,10,26,5,5,2,1,1,2,1,0,1856,0,33.615,0,503.434,1318.951,214,0,3.876,0,58.047,152.077
4,10,26,3,2,6,3,1,4,1,0,5636,925.693,341.156,0,604.203,3764.948,907,148.972,54.902,0,97.234,605.892
3,5,17,5,3,4,4,1,2,1,1,7171,439.643,1789.721,1779.838,780.297,2381.503,908,55.669,226.62,225.368,98.803,301.552
3,5,15,2,3,4,4,1,3,1,1,21568,1786.164,3796.099,3491.977,1222.397,11271.363,2268,187.825,399.182,367.202,128.542,1185.249
4,10,26,4,5,2,1,1,2,1,0,2769,0,0,0,852.07,1916.93,323,0,0,0,99.393,223.607
4,9,25,2,2,6,4,2,4,0,0,17517,0,6570.708,0,1694.199,9252.094,2216,0,831.232,0,214.326,1170.442
2,4,12,2,4,3,2,2,3,0,1,12860,423.56,4125.764,0,2155.031,6155.645,1007,33.167,323.067,0,168.749,482.017
1,2,3,4,1,5,2,1,2,0,1,4052,1406.197,132.333,1035.303,299.976,1178.192,739,256.461,24.135,188.818,54.709,214.877
3,7,21,2,2,6,3,2,2,1,1,20095,2551.614,3393.367,3028.719,2190.402,8930.898,2488,315.92,420.139,374.991,271.198,1105.751
1,1,1,2,1,2,1,1,2,1,0,1415,0,0,0,126.533,1288.467,213,0,0,0,19.047,193.953
1,2,3,5,4,1,1,1,1,0,0,2987,0,226.029,0,1194.294,1566.677,513,0,38.819,0,205.113,269.068
2,4,11,2,4,1,3,1,3,0,1,10145,584.707,2385.52,0,1421.985,5752.788,990,57.059,232.791,0,138.764,561.386
3,5,17,5,3,5,5,1,3,1,1,17302,0,6860.32,3525.285,1038.603,5877.791,2143,0,849.709,436.637,128.64,728.015
3,7,20,2,3,8,4,2,2,1,1,38372,4403.47,6347.15,4663.037,3957.547,19000.795,3723,427.242,615.825,452.426,383.977,1843.531
4,10,26,2,5,1,2,2,3,1,1,7318,0,0,0,1876.666,5441.334,1374,0,0,0,352.228,1021.273
4,10,26,2,2,6,2,2,4,0,1,13095,0,2340.982,0,1948.603,8805.415,2646,0,473.023,0,393.738,1779.239
2,3,8,5,1,4,1,1,2,2,0,2803,1179.899,68.599,525.185,305.127,724.19,353,148.592,8.639,66.14,38.427,91.202
1,2,3,2,4,3,4,1,2,1,1,6742,0,845.981,0,1266.261,4629.758,1157,0,145.18,0,217.304,794.516
4,9,25,2,2,6,2,2,3,2,1,12068,222.955,7335.231,0,998.253,3511.561,1741,32.165,1058.223,0,144.014,506.598
2,4,10,2,1,5,4,2,4,1,1,19360,716.176,1560.274,4444.165,1592.845,11046.54,1735,64.182,139.828,398.276,142.747,989.966
4,8,23,5,1,5,2,1,1,1,0,11177,3181.138,1130.214,2159.047,1046.403,3660.199,862,245.338,87.165,166.511,80.701,282.284
3,5,13,2,4,8,3,2,5,1,1,13013,0,4785.734,0,972.263,7255.003,1416,0,520.756,0,105.796,789.448
2,4,10,5,1,4,1,1,2,0,0,7431,3735.461,139.02,0,556.007,3000.512,742,372.993,13.881,0,55.518,299.607
3,6,18,2,4,4,3,2,4,0,1,18817,3863.73,264.585,2841.036,1445.544,10402.106,1432,294.035,20.135,216.207,110.008,791.615
4,10,26,2,2,3,4,1,4,1,1,8395,0,0,0,1272.12,7122.88,1332,0,0,0,201.842,1130.158
3,7,21,2,2,5,2,1,2,1,1,19516,2798.842,2572.008,2400.193,889.976,10854.982,2416,346.485,318.404,297.134,110.175,1343.802
1,1,2,2,1,5,2,2,6,1,0,15463,0,1496.793,0,2616.153,11350.054,2176,0,210.633,0,368.153,1597.214
3,5,15,2,4,5,2,1,2,1,0,26320,6985.038,2877.194,6030.449,1781.644,8645.675,2498,662.942,273.071,572.343,169.094,820.551
3,5,17,4,3,5,2,1,1,1,1,10881,1204.239,1960.619,1696.737,754.929,5264.477,1470,162.69,264.875,229.226,101.989,711.22
2,3,8,2,1,2,2,1,2,1,0,3178,0,0,0,548.533,2629.467,469,0,0,0,80.951,388.049
1,1,2,2,1,3,5,2,2,1,1,11773,0,759.21,0,1698.34,9315.45,1348,0,86.929,0,194.459,1066.612
3,5,17,2,3,2,2,2,2,1,0,38326,0,16700.047,0,6821.441,14804.512,5108,0,2225.743,0,909.146,1973.111
4,10,26,4,5,4,5,2,4,1,1,3142,0,0,0,858.747,2283.253,418,0,0,0,114.244,303.756
3,5,15,2,4,6,4,2,5,1,1,15159,0,1403.411,0,2383.272,11372.317,1747,0,161.736,0,274.66,1310.603
2,3,8,2,1,1,2,1,1,1,1,3511,0,51.568,0,990.712,2468.72,493,0,7.241,0,139.112,346.647
3,6,18,5,4,1,1,1,1,0,0,3627,0,435.177,1318.322,730.758,1142.742,367,0,44.033,133.391,73.94,115.625
2,3,7,2,1,3,1,1,3,0,0,6844,0,304.218,0,942.559,5597.223,790,0,35.116,0,108.799,646.085
2,3,6,2,1,4,1,1,0,0,0,2676,0,0,0,432.336,2243.664,338,0,0,0,54.607,283.393
3,5,17,2,3,1,2,3,4,0,1,18153,727.986,5998.27,1641.167,2228.335,7557.242,2523,101.179,833.671,228.098,309.706,1050.345
3,7,21,2,3,6,2,1,4,1,1,27229,2381.775,10787.334,3640.171,1263.841,9155.88,2103,183.954,833.147,281.144,97.611,707.144
3,5,17,2,3,6,4,2,4,0,1,23195,1230.002,7798.681,2546.798,2325.423,9294.096,2997,158.927,1007.659,329.069,300.465,1200.88
1,2,3,2,1,5,7,2,4,0,1,11588,615.29,163.298,0,1899.098,8910.314,1951,103.593,27.493,0,319.739,1500.175
4,10,27,2,1,1,5,1,1,1,1,10237,0,0,0,733.137,9503.863,892,0,0,0,63.882,828.118
1,1,2,2,1,1,2,1,5,0,1,5686,0,213.093,0,416.97,5055.937,930,0,34.853,0,68.199,826.947
2,3,7,2,4,1,2,3,2,1,1,7561,0,1548.088,0,1363.298,4649.614,941,0,192.666,0,169.669,578.665
2,3,6,2,4,2,2,1,4,0,1,15086,0,1195.689,2331.276,780.839,10778.196,1547,0,122.612,239.062,80.071,1105.255
3,7,21,2,3,4,3,1,4,1,1,13080,0,3896.206,0,1173.463,8010.331,1620,0,482.558,0,145.337,992.105
2,4,12,2,4,4,1,1,3,1,0,7761,0,1002.659,0,1163.268,5595.073,945,0,122.086,0,141.643,681.271
2,4,11,2,1,1,2,1,1,2,1,5004,591.41,767.308,1155.327,516.139,1973.818,494,58.381,75.746,114.049,50.951,194.847
4,10,27,2,5,6,2,1,2,0,1,10844,2753.649,0,1990.786,1157.112,4942.452,860,218.382,0,157.882,91.767,391.969
3,5,15,5,4,6,1,1,1,1,0,5199,0,2336.201,0,1086.205,1776.595,627,0,281.746,0,130.996,214.258
3,5,17,5,3,7,1,1,2,1,0,5041,401.89,2021.038,646.852,372.189,1599.032,654,52.14,262.202,83.92,48.286,207.452
4,10,26,4,2,1,2,1,2,2,1,9534,0,1744.327,0,1423.967,6365.706,1327,0,242.786,0,198.196,886.018
2,4,12,2,4,5,2,2,2,0,1,11502,0,2240.879,0,1815.771,7445.35,883,0,172.031,0,139.395,571.574
3,7,21,2,3,3,3,1,2,1,1,11405,0,3533.81,0,2199.585,5671.605,1412,0,437.505,0,272.32,702.175
3,5,17,3,3,7,2,1,2,2,0,21440,3376.581,3593.338,4367.661,1882.491,8219.93,2485,391.362,416.485,506.233,218.19,952.73
1,2,3,2,1,1,2,1,3,1,1,4365,0,415.936,0,601.058,3348.006,720,0,68.608,0,99.144,552.248
4,10,27,2,5,3,1,2,1,0,0,8913,397.05,0,2867.888,1382.519,4265.543,788,35.103,0,253.55,122.229,377.117
4,10,27,2,5,1,4,1,2,1,1,29113,925.393,0,6744.461,1432.068,20011.078,2496,79.338,0,578.236,122.778,1715.648
3,5,17,2,3,2,4,2,3,0,1,15580,0,3450.205,3447.147,2287.113,6395.534,1953,0,432.494,432.11,286.697,801.699
3,7,21,2,3,4,3,1,3,1,1,18032,1440.616,5333.19,2405.167,781.019,8072.008,2328,185.989,688.535,310.516,100.833,1042.127
3,6,19,4,4,6,3,1,2,0,0,6119,2404.651,1037.709,0,799.573,1877.067,603,236.968,102.262,0,78.794,184.976
2,3,6,4,1,4,1,1,2,1,0,9473,3258.914,289.561,1737.783,831.133,3355.609,1068,367.415,32.646,195.92,93.703,378.316
2,4,10,2,1,1,1,0,0,1,0,9609,1881.328,308.37,2142.874,0,5276.427,815,159.567,26.155,181.751,0,447.527
3,6,18,5,4,2,2,1,3,1,0,9912,3240.758,984.748,0,1012.905,4673.59,954,311.894,94.773,0,97.483,449.791
4,10,26,2,2,3,2,2,3,0,0,7082,1653.973,832.277,0,1190.586,3405.164,959,223.971,112.702,0,161.222,461.106
4,10,26,2,2,5,10,2,4,1,1,5531,711.744,0,0,963.21,3856.046,557,71.676,0,0,97,388.324
4,10,26,2,2,3,4,1,4,1,1,6054,1267.119,1412.609,0,647.41,2726.863,594,124.326,138.601,0,63.522,267.551
2,3,7,2,1,4,2,1,2,0,1,13995,5114.497,0,3187.27,756.235,4936.998,1439,525.885,0,327.723,77.758,507.634
1,2,3,1,1,4,4,1,3,2,1,9612,0,0,3801.824,588.722,5221.454,1452,0,0,574.308,88.933,788.759
2,3,7,2,1,2,4,1,3,2,0,13515,1462.52,0,3430.723,1017.455,7604.303,1376,148.903,0,349.291,103.59,774.215
4,9,24,2,2,8,4,3,2,1,1,14478,1701.693,5300.266,1901.833,1413.213,4160.995,1415,166.314,518.019,185.875,138.12,406.673
3,7,20,5,4,1,3,1,2,1,1,14442,2737.584,1767.085,2917.082,620.648,6399.601,1685,319.404,206.172,340.346,72.413,746.664
3,7,21,5,3,4,3,1,2,1,1,12970,2498.634,2034.026,3153.703,1386.839,3896.798,1606,309.391,251.862,390.505,171.724,482.518
4,8,22,2,1,2,2,1,1,0,1,8772,0,362.733,0,1951.118,6458.149,646,0,26.713,0,143.687,475.6
4,10,26,3,2,2,5,1,2,0,1,4957,0,325.644,0,591.934,4039.422,731,0,48.022,0,87.291,595.686
4,10,27,2,5,5,2,2,3,2,1,7620,0,0,0,1505.028,6114.972,740,0,0,0,146.158,593.842
3,7,20,2,3,7,2,2,3,0,1,13342,1806.165,5252.264,0,683.752,5599.819,1275,172.602,501.921,0,65.341,535.135
3,7,21,2,2,3,3,1,3,1,1,12510,0,2071.81,0,2400.798,8037.391,990,0,163.961,0,189.996,636.071
4,10,27,2,1,7,4,2,3,1,1,13701,0,814.925,0,2167.34,10718.736,978,0,58.171,0,154.708,765.121
2,4,11,5,4,4,5,1,3,1,1,9134,0,596.129,0,1196.515,7341.356,944,0,61.633,0,123.705,759.006
3,7,21,2,3,4,6,2,3,1,0,22942,1451.914,6944.207,2943.343,1404.207,10198.328,3323,210.3,1005.823,426.324,203.39,1477.162
2,3,8,4,1,3,1,1,1,0,0,2620,0,168.724,0,872.528,1578.748,379,0,24.407,0,126.217,228.376
3,7,21,2,3,2,4,1,4,0,1,12314,2616.911,2253.541,0,912.504,6531.044,1354,287.745,247.791,0,100.335,718.128
4,8,22,3,1,5,3,1,3,0,1,4164,229.548,114.878,1247.483,324.258,2247.834,448,24.697,12.36,134.215,34.887,241.842
2,4,12,2,4,5,4,1,4,2,1,12725,3158.103,816.152,0,1621.88,7128.865,1203,298.562,77.158,0,153.33,673.951
2,4,10,2,1,1,2,1,3,0,1,8837,0,103.056,0,1561.557,7172.387,1051,0,12.261,0,185.778,853.296
3,5,17,2,3,4,1,2,3,0,0,18146,1788.886,7546.197,1470.98,1761.928,5578.009,2279,224.67,947.745,184.744,221.285,700.556
1,2,3,2,4,5,2,1,2,0,0,7153,2092.674,0,0,1073.412,3986.914,1520,444.69,0,0,228.098,847.212
2,3,8,2,1,1,2,1,2,0,1,6875,0,269.17,0,1444.776,5161.054,932,0,36.49,0,195.859,699.651
2,3,7,4,1,4,3,1,2,1,0,7421,2764.983,349.58,1738.616,391.172,2176.65,923,343.9,43.48,216.243,48.653,270.725
2,4,10,2,1,2,3,2,4,1,1,7385,0,219.284,0,1166.643,5999.073,957,0,28.416,0,151.182,777.402
4,9,25,2,2,1,5,1,2,0,1,10078,0,4387.292,0,834.257,4856.451,1321,0,575.097,0,109.357,636.595
2,4,11,2,4,7,2,3,4,0,1,12847,428.298,2167.132,0,1893.578,8357.991,1193,39.773,201.245,0,175.842,776.141
1,2,3,3,1,3,2,1,2,1,0,5955,489.267,122.555,0,660.699,4682.479,908,74.602,18.687,0,100.741,713.97
3,7,21,2,3,7,4,2,4,2,1,21394,354.691,4486.097,0,2836.422,13716.79,2725,45.178,571.404,0,361.281,1747.137
4,10,26,5,2,2,3,1,3,1,0,3225,0,0,0,980.736,2244.264,304,0,0,0,92.448,211.552
1,2,3,2,4,4,5,2,7,0,0,24950,0,1875.635,0,2647.053,20427.311,4750,0,357.085,0,503.948,3888.967
1,2,3,2,1,3,5,1,3,0,1,10446,0,291.37,0,1964.285,8190.345,1461,0,40.752,0,274.729,1145.519
4,10,26,2,5,3,3,2,1,1,1,6818,0,0,0,2143.257,4674.743,1208,0,0,0,379.738,828.262
3,7,21,2,3,3,2,1,3,1,1,21436,2516.491,6309.321,2916.866,743.914,8949.407,2197,257.918,646.649,298.953,76.245,917.235
3,7,21,4,3,6,5,1,2,1,1,16654,2181.385,3029.818,3149.579,745.974,7547.245,2062,270.086,375.134,389.962,92.362,934.455
3,5,17,2,3,3,4,1,5,1,1,25226,1614.065,5032.85,4216.892,1167.506,13194.686,4179,267.39,833.754,698.581,193.412,2185.864
2,3,7,5,1,4,2,1,2,0,0,7355,2610.051,179.831,1828.301,657.044,2079.772,686,243.439,16.773,170.525,61.282,193.98
1,2,3,2,1,1,5,2,5,0,1,16011,1521.239,995.18,0,2556.015,10938.567,2623,249.217,163.035,0,418.739,1792.009
3,5,14,3,4,6,5,1,6,1,1,23030,5893.961,4018.804,0,1413.344,11703.89,3566,912.63,622.278,0,218.844,1812.248
2,4,12,2,4,3,1,2,2,1,0,6513,1861.401,866.588,770.676,1235.522,1778.813,601,171.764,79.966,71.116,114.01,164.143
4,10,26,3,5,6,2,1,2,1,1,6323,0,0,0,1469.01,4853.99,1099,0,0,0,255.227,843.336
1,1,1,2,1,8,6,1,0,1,1,8723,0,0,0,489.85,8233.15,1320,0,0,0,74.126,1245.874
4,10,26,5,2,3,2,1,2,0,0,6760,1905.179,0,0,1265.459,3589.362,843,237.584,0,0,157.808,447.608
2,3,6,2,4,5,2,2,2,0,1,26337,5602.205,3700.962,3437.982,3624.676,9971.175,2110,448.823,296.504,275.435,290.392,798.845
3,5,17,2,3,7,1,1,3,0,0,10232,776.398,3751.718,869.809,819.221,4014.854,1026,77.852,376.198,87.219,82.146,402.584
3,5,13,2,4,8,2,2,2,2,1,23020,3541.958,5483.693,0,2037.167,11957.183,2482,381.891,591.248,0,219.646,1289.215
4,10,27,1,1,4,2,1,1,1,1,10562,0,330.26,0,715.658,9516.082,697,0,21.794,0,47.227,627.979
2,4,10,3,1,5,1,1,1,1,0,7120,1848.049,0,2060.725,979.063,2232.163,715,185.584,0,206.941,98.319,224.157
2,4,12,2,4,6,4,2,2,1,1,10534,0,1367.922,0,1536.52,7629.559,877,0,113.885,0,127.922,635.193
3,6,19,2,4,3,2,1,2,0,1,11705,0,2316.084,2430.764,941.928,6016.225,1188,0,235.071,246.711,95.601,610.617
3,5,13,2,4,7,4,2,4,1,1,42216,5455.416,10075.54,6768.081,2555.527,17361.435,3995,516.259,953.472,640.48,241.836,1642.954
4,10,26,5,5,6,3,1,1,0,1,2846,1227.812,0,0,469.919,1148.268,269,116.051,0,0,44.416,108.533
4,10,26,2,2,4,2,2,3,0,0,3114,0,34.425,0,830.419,2249.155,405,0,4.477,0,108.003,292.52
3,5,14,2,4,6,5,2,2,1,1,7644,328.837,1877.5,0,1245.086,4192.577,327,14.067,80.317,0,53.263,179.353
1,2,3,2,1,3,1,1,5,1,0,11138,0,445.66,0,1256.926,9435.414,1087,0,43.494,0,122.668,920.838
1,2,4,2,1,5,5,2,4,2,1,15018,0,1310.68,0,2321.645,11385.674,2662,0,232.323,0,411.521,2018.156
4,10,26,2,2,2,3,1,2,0,1,4804,250.968,383.788,0,982.169,3187.076,405,21.158,32.355,0,82.801,268.686
1,1,2,5,1,4,6,1,1,1,0,4666,0,282.367,1676.323,369.021,2338.288,911,0,55.13,327.289,72.049,456.533
2,4,12,2,4,6,2,1,2,2,1,7936,881.523,1209.294,1778.388,584.23,3482.563,656,72.868,99.962,147.004,48.293,287.873
1,2,3,5,4,1,4,1,3,1,0,1594,0,71.292,0,419.823,1102.885,514,0,22.989,0,135.376,355.636
4,10,26,2,2,1,4,1,1,1,1,6598,236.771,960.947,0,764.372,4635.91,653,23.433,95.104,0,75.649,458.813
1,1,1,2,1,5,2,1,0,1,1,9868,0,0,0,1762.176,8105.824,1956,0,0,0,349.292,1606.708
2,4,12,1,4,4,7,1,2,1,1,29131,0,0,8722.086,1594.423,18814.491,2373,0,0,710.498,129.881,1532.621
3,5,15,5,4,4,1,1,2,0,0,5648,0,1440.768,0,501.533,3705.699,392,0,99.997,0,34.809,257.194
4,10,27,2,5,5,4,1,1,1,1,8105,0,150.993,0,550.599,7403.409,778,0,14.494,0,52.852,710.654
2,4,12,2,4,2,2,1,5,0,0,20421,6266.695,632.935,3745.706,1913.373,7862.292,1647,505.423,51.048,302.1,154.318,634.112
3,5,17,2,3,5,4,1,1,1,1,13163,886.993,3473.14,2092.534,938.257,5772.077,1589,107.075,419.268,252.605,113.264,696.789
1,1,1,2,1,1,4,1,2,1,0,12284,0,0,0,767.99,11516.01,2393,0,0,0,149.609,2243.391
3,5,17,5,3,6,1,1,3,1,0,6685,393.586,2277.236,874.032,537.237,2602.908,833,49.044,283.76,108.911,66.944,324.341
4,10,27,2,5,7,4,2,4,1,1,8118,0,0,0,2030.151,6087.849,783,0,0,0,195.813,587.187
4,10,26,2,2,2,5,1,3,1,1,4739,0,168.214,0,995.097,3575.689,484,0,17.18,0,101.63,365.19
1,2,3,2,1,1,1,1,1,0,0,3345,0,157.641,0,1032.051,2155.308,574,0,27.051,0,177.099,369.85
1,1,2,4,1,1,2,1,2,0,1,7115,666.034,609.104,0,1035.753,4804.108,999,93.516,85.523,0,145.428,674.533
2,3,7,2,1,3,4,1,2,2,1,18403,4125.964,976.053,3772.054,1187.208,8341.721,1541,345.493,81.731,315.858,99.412,698.505
